phase,pc1
0.035269,-70.856301
0.108991,-104.620833
0.188090,-36.092630
0.259892,185.617453
0.303855,375.379260
0.369615,481.476159
0.411945,369.852672
0.470693,89.744759
0.525985,-197.360639
0.581277,-352.907464
0.650794,-284.149340
0.693243,-223.450732
0.767887,-125.456358
0.843914,-42.965288
0.919940,15.134212
0.982144,41.524895
