phase,pc1
0.024210,103.465542
0.097472,143.007982
0.173499,288.917131
0.226757,445.258855
0.281179,494.937881
0.325552,383.651552
0.377388,148.881870
0.426304,-123.758424
0.464853,-369.965827
0.521542,-644.214493
0.567454,-704.460219
0.629658,-533.141802
0.671127,-357.760114
0.733330,-59.679874
0.809356,87.530160
0.885383,136.848696
0.951042,160.970907
